## noun : declension : paradigm / eg / subtype / irregular
## split on colon
# p = paradigm
# e = exemplar
# s = subtype (e.g. s=cons stems)
# i = irregular



&p:per:1
*Personal pronouns

*First person
*ego, nōs - I / we
Accusative	hunc	hanc	hoc	hōs	hās	haec
Genitive	huius	huius	huius	hōrum	hārum	hōrum
Dative	huic	huic	huic	hīs	hīs	hīs
Ablative	hōc	hāc	hōc	hīs	hīs	hīs

&p:dem:
*Other demonstrative pronouns
*ille, illa, illud - that, that one (distal)
%	Singular	%	%	Plural	%	%
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	ille	illa	illud	illī	illae	illa
Accusative	illum	illam	illud	illōs	illās	illa
Genitive	illīus	illīus	illīus	illōrum	illārum	illōrum
Dative	illī	illī	illī	illīs	illīs	illīs
Ablative	illō	illā	illō	illīs	illīs	illīs

&p:dem:
*Other demonstrative pronouns
*iste, ista, istud - that of yours (medial)
%	Singular	%	%	Plural	%	%
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	iste	ista	istud	istī	istae	ista
Accusative	istum	istam	istud	istōs	istās	ista
Genitive	istīus	istīus	istīus	istōrum	istārum	istōrum
Dative	istī	istī	istī	istīs	istīs	istīs
Ablative	istō	istā	istō	istīs	istīs	istīs

&p:intensive:
*Intensive pronoun
*ipse, ipsa, ipsum - himself, herself, itself
%	Singular	%	%	Plural	%	%
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	ipse	ipsa	ipsum	ipsi	ipsae	ipsa
Accusative	ipsum	ipsam	ipsum	ipsōs	ipsās	ipsa
Genitive	ipsīus	ipsīus	ipsīus	ipsōrum	ipsārum	ipsōrum
Dative	ipsī	ipsī	ipsī	ipsīs	ipsīs	ipsīs
Ablative	ipsō	ipsā	ipsō	ipsīs	ipsīs	ipsīs

&p:int:
*Interrogative pronouns
*Singular
*quis? quid? - who?, what?
%	Masc./Fem.	Neuter
Nominative	quis?	quid?
Accusative	quem?	quid?
Genitive	cuius?	cuius?
Dative	cui?	cui?
Ablative	quō?	quō?

&p:rel:
*Relative pronouns
*quī, quae, quod - who, which, that
%	Singular	%	%	Plural	%	%
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	quī	quae	quod	quī	quae	quae
Accusative	quem	quam	quod quōs	quās quae
Genitive	cuius	cuius	cuius	quōrum	quārum	quōrum
Dative	cui	cui	cui	quibus	quibus	quibus
Ablative	quō	quā	quō	quibus	quibus	quibus


&p:uter:e
%	Singular		Plural
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	uter	utra	utrum	utrī	utrae	utra
Accusative	utrum	utram	utrum	utrōs	utrās	utra
Genitive	utrīus	utrīus	utrīus	utrōrum	utrārum	utrōrum
Dative	utrī	utrī	utrī	utrīs	utrīs	utrīs
Ablative	utrō	utrā	utrō	utrīs	utrīs	utrīs

&p:neuter:e
%	Singular		Plural
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	neuter	neutra	neutrum	neutrī	neutrae	neutra
Accusative	neutrum	neutram	neutrum	neutrōs	neutrās	neutra
Genitive	neutrīus	neutrīus	neutrīus	neutrōrum	neutrārum	neutrōrum
Dative	neutrī	neutrī	neutrī	neutrīs	neutrīs	neutrīs
Ablative	neutrō	neutrā	neutrō	neutrīs	neutrīs	neutrīs

&p:solus:e
%	Singular		Plural
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	sōlus	sōla	sōlum	sōlī	sōlae	sōla
Vocative	sōle	sōla	sōlum	sōlī	sōlae	sōla
Accusative	sōlum	sōlam	sōlum	sōlōs	sōlās	sōla
Genitive	sōlīus	sōlīus	sōlīus	sōlōrum	sōlārum	sōlōrum
Dative	sōlī	sōlī	sōlī	sōlīs	sōlīs	sōlīs
Ablative	sōlō	sōlā	sōlō	sōlīs	sōlīs	sōlīs

&p:alius:e
%	Singular		Plural
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	alius	alia	aliud	aliī	aliae	alia
Vocative	alie	alia	aliud	aliī	aliae	alia
Accusative	alium	aliam	aliud	aliōs	aliās	alia
Genitive	alterīus	alterīus	alterīus	aliōrum	aliārum	aliōrum
Dative	aliī	aliī	aliī	aliīs	aliīs	aliīs
Ablative	aliō	aliā	aliō	aliīs	aliīs	aliīs

&p:totus:e
%	Singular		Plural
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	tōtus	tōta	tōtum	tōtī	tōtae	tōta
Vocative	tōte	tōta	tōtum	tōtī	tōtae	tōta
Accusative	tōtum	tōtam	tōtum	tōtōs	tōtās	tōta
Genitive	tōtīus	tōtīus	tōtīus	tōtōrum	tōtārum	tōtōrum
Dative	tōtī	tōtī	tōtī	tōtīs	tōtīs	tōtīs
Ablative	tōtō	tōtā	tōtō	tōtīs	tōtīs	tōtīs

&p:alter:e
%	Singular		Plural
%	Masculine	Feminine	Neuter	Masculine	Feminine	Neuter
Nominative	alter	altera	alterum	alterī	alterae	altera
Accusative	alterum	alteram	alterum	alterōs	alterās	altera
Genitive	alterīus	alterīus	alterīus	alterōrum	alterārum	alterōrum
Dative	alterī	alterī	alterī	alterīs	alterīs	alterīs
Ablative	alterō	alterā	alterō	alterīs	alterīs	alterīs
